year	month	Open	High	Low	Close	Volume	Adj.Close*
1970	5	736.07	740.76	627.46	700.44	129928	700.44
1970	6	700.44	728.23	674.9	683.53	107136	683.53
1970	7	683.53	743.36	665.32	734.12	108809	734.12
1970	8	734.12	772.04	702.83	764.58	109252	764.58
1970	9	764.58	778.27	741.51	760.68	151485	760.68
1970	10	760.68	791.07	746.71	755.61	123586	755.61
1970	11	755.61	797.51	749.52	794.09	123995	794.09
1970	12	794.09	848.23	787.45	838.92	158468	838.92
1971	1	838.92	873.84	826.53	868.5	184725	868.5
1971	2	868.5	898.14	861.99	878.83	204442	878.83
1971	3	878.83	922.3	873.22	904.37	177169	904.37
1971	4	904.37	958.12	897.48	941.75	199557	941.75
1971	5	941.75	948.85	898.61	907.81	159560	907.81
1971	6	907.81	929.6	866.31	891.14	145000	891.14
1971	7	891.14	908.81	854.41	858.43	132480	858.43
1971	8	858.43	917.79	834.92	898.07	150431	898.07
1971	9	898.07	925.67	877.48	887.19	126766	887.19
1971	10	887.19	910.56	827.83	839	138947	839
1971	11	839	855.21	790.67	831.34	140347	831.34
1971	12	831.34	902.47	831.12	890.2	178054	890.2
1972	1	890.2	923.99	882.75	902.17	189400	902.17
1972	2	902.17	933.25	894.34	928.13	198290	928.13
1972	3	928.13	957.03	924.14	940.7	190004	940.7
1972	4	940.7	977.72	933.62	954.17	191075	954.17
1972	5	954.17	979.46	917.37	960.72	159581	960.72
1972	6	960.72	967.72	917.75	929.03	148804	929.03
1972	7	929.03	955.45	900.06	924.74	150010	924.74
1972	8	924.74	980.36	922.03	963.73	160552	963.73
1972	9	963.73	977.35	927.15	953.27	131220	953.27
1972	10	953.27	964.1	917.07	955.52	151250	955.52
1972	11	955.52	1029.73	955.3	1018.21	212455	1018.21
1972	12	1018.21	1042.44	996.09	1020.02	195936	1020.02
1973	1	1022.88	1067.2	988.11	999.02	194580	999.02
1973	2	999.02	1019.94	938.82	955.07	176915	955.07
1973	3	955.07	985.25	911.12	951.01	162336	951.01
1973	4	951.01	975.32	907.51	921.43	146405	921.43
1973	5	921.43	965.16	875.45	901.41	158840	901.41
1973	6	901.41	935.58	864.46	891.71	133080	891.71
1973	7	890.2	944.08	863.94	926.4	153004	926.4
1973	8	924.37	924.37	845.5	887.57	123908	887.57
1973	9	887.57	964.55	873.34	947.1	181773	947.1
1973	10	947.1	997.59	937.69	956.58	191647	956.58
1973	11	956.58	963.8	810.36	822.25	197752	822.25
1973	12	820.51	861.09	783.56	850.86	203925	850.86
1974	1	850.86	890.38	816.57	855.55	171440	855.55
1974	2	855.55	871.4	795.68	860.53	142363	860.53
1974	3	860.53	904.02	841.76	846.68	153214	846.68
1974	4	846.68	875.94	818.68	836.75	126309	836.75
1974	5	836.75	870.38	788.8	802.17	129981	802.17
1974	6	802.17	865.54	796.46	802.41	128675	802.41
1974	7	802.41	811.95	753.13	757.43	129568	757.43
1974	8	757.43	803.43	651.6	678.58	134695	678.58
1974	9	678.58	686.48	598.8	607.87	147525	607.87
1974	10	607.87	689.3	573.22	665.52	172147	665.52
1974	11	665.52	692.82	599.81	618.66	147095	618.66
1974	12	616.08	619.84	570.01	616.24	160057	616.24
1975	1	619.13	717.3	619.13	703.69	207813	703.69
1975	2	703.69	757.35	695.24	739.05	232210	739.05
1975	3	739.05	796.93	731.46	768.15	234940	768.15
1975	4	768.15	835.18	736.62	821.34	213368	821.34
1975	5	821.34	868.58	807.96	832.29	228647	832.29
1975	6	835.73	884.62	811.23	878.99	222109	878.99
1975	7	878.99	888.85	819.15	831.51	207372	831.51
1975	8	831.51	844.02	785.75	835.34	141404	835.34
1975	9	835.34	849.03	789.66	793.88	136971	793.88
1975	10	793.88	859.57	780.54	836.04	164543	836.04
1975	11	836.04	865.79	821.08	860.67	174568	860.67
1975	12	860.67	866.11	812.81	852.41	166336	852.41
1976	1	852.41	985.99	848.63	975.28	321114	975.28
1976	2	975.28	1002.83	946.16	972.61	327931	972.61
1976	3	972.61	1018.03	964.18	999.45	237878	999.45
1976	4	999.45	1017.71	963	996.85	193709	996.85
1976	5	995.83	1015.82	955.84	975.23	186385	975.23
1976	6	975.23	1012.93	951.7	1002.78	200481	1002.78
1976	7	1002.78	1017.93	974.2	984.64	194566	984.64
1976	8	984.64	1004.74	954.12	973.74	164618	973.74
1976	9	973.74	1026.26	971.24	990.19	204500	990.19
1976	10	990.19	995.6	928.27	964.93	180200	964.93
1976	11	964.93	971.99	917.89	947.22	199025	947.22
1976	12	947.22	1006.82	942.24	1004.65	251690	1004.65
1977	1	1004.65	1007.81	944.9	954.37	249780	954.37
1977	2	954.37	963.76	926.03	936.42	218242	936.42
1977	3	936.42	971.58	914.15	919.13	196173	919.13
1977	4	919.55	956.07	909.74	926.9	210695	926.9
1977	5	926.9	949.46	892.55	898.66	211247	898.66
1977	6	898.66	934.36	896.46	916.3	229345	916.3
1977	7	916.3	927.84	878.81	890.07	248857	890.07
1977	8	890.07	900.03	844.42	861.49	196839	861.49
1977	9	861.49	879.76	830.3	847.11	192780	847.11
1977	10	847.11	855.57	792.79	818.35	205019	818.35
1977	11	816.01	850.05	794.53	829.7	246357	829.7
1977	12	829.7	835.15	800.42	831.17	225966	831.17
1978	1	830.47	830.47	759.44	769.92	213338	769.92
1978	2	769.92	787.42	739.17	742.12	204394	742.12
1978	3	742.12	777.81	736.75	757.36	235322	757.36
1978	4	756.67	846.15	747.05	837.32	364225	837.32
1978	5	837.32	865.64	813.84	840.61	365827	840.61
1978	6	840.61	879.33	807.95	818.95	311086	818.95
1978	7	818.95	866.34	800.94	862.27	287740	862.27
1978	8	862.27	911.21	855.34	876.82	390782	876.82
1978	9	876.82	917.24	850.92	865.82	347950	865.82
1978	10	865.82	909.39	782.05	792.45	329572	792.45
1978	11	805.53	831.69	779.11	799.03	254528	799.03
1978	12	801.98	829.87	781.01	805.01	261235	805.01
1979	1	805.01	865.04	798.51	839.22	293663	839.22
1979	2	839.22	843.99	802.23	808.82	263578	808.82
1979	3	808.82	876.99	807.26	862.18	308986	862.18
1979	4	859.93	884.62	847.28	854.9	323545	854.9
1979	5	854.9	863.22	815.14	822.33	297290	822.33
1979	6	822.33	853.06	817.74	841.98	366857	841.98
1979	7	840.61	857	818	846.42	340523	846.42
1979	8	846.42	893.6	839.08	887.63	370182	887.63
1979	9	887.63	902.13	857.85	878.58	394678	878.58
1979	10	877.73	904.86	795.99	815.7	385091	815.7
1979	11	815.7	838.57	792.24	822.35	325776	822.35
1979	12	822.35	851.54	814.76	838.74	370870	838.74
1980	1	838.74	897.87	809.04	875.85	556427	875.85
1980	2	875.85	918.17	847.27	863.14	497670	863.14
1980	3	863.14	868.69	729.95	785.75	434423	785.75
1980	4	785.75	818.52	751.37	817.06	335709	817.06
1980	5	817.06	866.13	795.82	850.85	380828	850.85
1980	6	850.85	896.33	840.7	867.92	409319	867.92
1980	7	867.92	946.93	862.63	935.32	489263	935.32
1980	8	935.32	972.35	918.52	932.59	475795	932.59
1980	9	932.59	980.72	918	932.42	522857	932.42
1980	10	932.42	987.29	911.6	924.49	466043	924.49
1980	11	924.49	1009.39	924.49	993.34	567972	993.34
1980	12	991.13	991.13	894.45	963.99	484936	963.99
1981	1	963.99	1013.14	930.89	947.27	474609	947.27
1981	2	947.1	980.87	923.89	974.58	457642	974.58
1981	3	974.58	1021.79	955.71	1003.87	557050	1003.87
1981	4	1003.87	1030.98	981.81	997.75	557828	997.75
1981	5	997.75	1005.22	956.68	991.75	478505	991.75
1981	6	991.75	1023.02	972.69	976.88	519327	976.88
1981	7	976.88	978.98	918.66	952.34	453386	952.34
1981	8	952.34	961.47	879.09	881.47	457576	881.47
1981	9	881.47	892.41	807.46	849.98	476114	849.98
1981	10	849.98	885.84	823.63	852.55	480513	852.55
1981	11	855.97	892.79	834.57	888.98	517750	888.98
1981	12	888.98	898.5	862.82	875	454659	875
1982	1	875	887.37	832.57	871.1	520870	871.1
1982	2	866.34	866.34	802.23	824.39	534752	824.39
1982	3	824.39	840.66	786.15	822.77	570430	822.77
1982	4	822.77	871.19	820.49	848.36	564138	848.36
1982	5	848.36	876.52	815.54	819.54	535180	819.54
1982	6	819.54	824.3	784.25	811.93	534459	811.93
1982	7	811.93	843.8	787.39	808.6	564028	808.6
1982	8	808.6	910.96	769.98	901.31	799604	901.31
1982	9	901.31	951.16	888.7	896.25	766976	896.25
1982	10	896.25	1051.88	892.02	991.72	1020661	991.72
1982	11	991.72	1078.46	983.72	1039.28	928814	1039.28
1982	12	1039.28	1077.91	983.35	1046.54	783722	1046.54
1983	1	1046.54	1105.13	1013.43	1075.7	916542	1075.7
1983	2	1075.7	1135.26	1046.82	1112.16	894315	1112.16
1983	3	1112.16	1158.48	1105.07	1130.03	870647	1130.03
1983	4	1130.03	1235.49	1102.17	1226.2	946310	1226.2
1983	5	1225.43	1244.49	1174.25	1199.98	965257	1199.98
1983	6	1199.98	1260.72	1176.78	1221.96	931895	1221.96
1983	7	1221.96	1258.51	1179.79	1199.22	842705	1199.22
1983	8	1199.22	1219.82	1152.14	1216.16	777056	1216.16
1983	9	1216.16	1270.73	1197.36	1233.13	862223	1233.13
1983	10	1233.13	1286.69	1214.63	1225.2	892419	1225.2
1983	11	1225.2	1296.95	1208.74	1276.02	921304	1276.02
1983	12	1276.02	1285.47	1231.2	1258.64	914619	1258.64
1984	1	1258.64	1295.44	1209.59	1220.58	1109128	1220.58
1984	2	1220.58	1226.55	1114.95	1154.63	1012810	1154.63
1984	3	1154.63	1197.24	1131.7	1164.89	875686	1164.89
1984	4	1164.89	1182.06	1117.25	1170.75	895135	1170.75
1984	5	1170.75	1194.41	1083.19	1104.85	918836	1104.85
1984	6	1106.25	1144.83	1079.39	1132.4	906495	1132.4
1984	7	1132.4	1139.47	1078.95	1115.28	832909	1115.28
1984	8	1115.28	1253.75	1114.95	1224.38	1123643	1224.38
1984	9	1222.39	1248.23	1189.82	1206.71	972426	1206.71
1984	10	1206.71	1246.02	1158.24	1207.38	957443	1207.38
1984	11	1207.38	1247.46	1180.76	1188.94	873742	1188.94
1984	12	1188.94	1223.61	1154.7	1211.57	930630	1211.57
1985	1	1211.57	1305.1	1178.67	1286.77	1275550	1286.77
1985	2	1286.11	1307.53	1263.91	1284.01	1208063	1284.01
1985	3	1284.01	1309.96	1242.82	1266.78	1073566	1266.78
1985	4	1266.78	1290.3	1245.8	1258.06	996990	1258.06
1985	5	1258.06	1320.79	1235.53	1315.41	1129290	1315.41
1985	6	1315.41	1341.17	1285.39	1335.46	1111100	1335.46
1985	7	1335.46	1372.2	1313.4	1347.45	1176031	1347.45
1985	8	1347.45	1361.9	1303.65	1334.01	911281	1334.01
1985	9	1334.01	1348.23	1283.71	1328.63	1033557	1328.63
1985	10	1328.63	1384.63	1315.19	1374.31	1158582	1374.31
1985	11	1374.31	1486.93	1367.78	1472.13	1264715	1472.13
1985	12	1472.13	1570.87	1450.34	1546.67	1389085	1546.67
1986	1	1546.67	1582.91	1491.74	1570.99	1373868	1570.99
1986	2	1570.99	1732.57	1564.33	1709.06	1626736	1709.06
1986	3	1709.06	1849.74	1663.07	1818.61	1674500	1818.61
1986	4	1818.61	1870.16	1712.52	1783.98	1539954	1783.98
1986	5	1783.98	1898.22	1746.53	1876.71	1348304	1876.71
1986	6	1876.71	1908.62	1816.07	1892.72	1326047	1892.72
1986	7	1892.72	1922.67	1741.56	1775.31	1428454	1775.31
1986	8	1775.31	1918.59	1730.6	1898.34	1346285	1898.34
1986	9	1898.34	1933.35	1732.99	1767.58	1567238	1767.58
1986	10	1767.58	1894.69	1761.25	1877.71	1375626	1877.71
1986	11	1877.71	1926.46	1797.1	1914.23	1597031	1914.23
1986	12	1914.23	1971.74	1880.48	1895.95	1545486	1895.95
1987	1	1897.36	2214.57	1897.36	2158.04	2002038	2158.04
1987	2	2158.04	2266.45	2134.42	2223.99	1909526	2223.99
1987	3	2223.99	2399.57	2209.08	2304.69	1880409	2304.69
1987	4	2304.69	2428.41	2180.54	2286.36	1959428	2286.36
1987	5	2286.36	2380.77	2188.53	2291.57	1785600	2291.57
1987	6	2291.57	2466.04	2260.62	2418.53	1709318	2418.53
1987	7	2418.53	2588.33	2391.26	2572.07	1885590	2572.07
1987	8	2572.07	2746.65	2525.99	2662.95	2013428	2662.95
1987	9	2662.95	2695.47	2468.99	2596.28	1860142	2596.28
1987	10	2596.28	2662.37	1616.21	1993.53	2908136	1993.53
1987	11	1993.53	2027.52	1795.26	1833.55	1929215	1833.55
1987	12	1833.55	2019.56	1733.92	1938.83	1862222	1938.83
1988	1	1950.76	2075.27	1845.99	1958.22	1853290	1958.22
1988	2	1958.22	2078.08	1878.15	2071.62	1964645	2071.62
1988	3	2071.62	2110.91	1951.26	1988.06	1822969	1988.06
1988	4	1988.06	2121.35	1968	2032.33	1698190	2032.33
1988	5	2032.33	2071.95	1921.58	2031.12	1656657	2031.12
1988	6	2031.12	2169.1	2021.34	2141.71	2060963	2141.71
1988	7	2141.71	2169.45	2047.3	2128.73	1765405	2128.73
1988	8	2128.73	2151.85	1978.66	2031.65	1503456	2031.65
1988	9	2027.56	2140.29	1988.44	2112.91	1540571	2112.91
1988	10	2112.91	2195.06	2082.33	2148.65	1694580	2148.65
1988	11	2148.65	2185.99	2026.67	2114.51	1419347	2114.51
1988	12	2114.51	2193.75	2075.39	2168.57	1415290	2168.57
1989	1	2168.39	2350.18	2127.14	2342.32	1774414	2342.32
1989	2	2342.32	2369.29	2232.14	2258.39	1770373	2258.39
1989	3	2258.39	2351.07	2234.46	2293.62	1670677	2293.62
1989	4	2293.62	2433.1	2282.07	2418.8	1697820	2418.8
1989	5	2418.8	2521.63	2356.3	2480.15	1777204	2480.15
1989	6	2480.15	2544.95	2412.94	2440.06	1880490	2440.06
1989	7	2440.06	2668.25	2431.53	2660.66	1707840	2660.66
1989	8	2660.66	2758.73	2619.71	2737.27	1779965	2737.27
1989	9	2737.27	2768.24	2636.78	2692.82	1595165	2692.82
1989	10	2692.82	2809.08	2496.93	2645.08	1903986	2645.08
1989	11	2645.08	2718.22	2563.11	2706.27	1516838	2706.27
1989	12	2706.27	2784.77	2658.7	2753.2	1679680	2753.2
1990	1	2753.2	2834.04	2513.06	2590.54	1810413	2590.54
1990	2	2590.54	2674.32	2540.99	2627.25	1656005	2627.25
1990	3	2627.25	2775	2607.88	2707.21	1555736	2707.21
1990	4	2707.21	2793.47	2627.7	2656.76	1461990	2656.76
1990	5	2656.76	2908.21	2651.35	2876.66	1710168	2876.66
1990	6	2876.66	2956.93	2821.53	2880.69	1605614	2880.69
1990	7	2880.69	3024.26	2833.17	2905.2	1687680	2905.2
1990	8	2905.2	2931.19	2459.41	2614.36	1787278	2614.36
1990	9	2614.36	2665.35	2367.82	2452.48	1519163	2452.48
1990	10	2452.48	2565.35	2344.31	2442.33	1663765	2442.33
1990	11	2442.33	2581.19	2415.59	2559.65	1590757	2559.65
1990	12	2559.65	2662.62	2534.65	2633.66	1615420	2633.66
1991	1	2633.66	2747.28	2447.03	2736.39	1756063	2736.39
1991	2	2736.39	2955.2	2694.31	2882.18	2379289	2882.18
1991	3	2882.18	3017.82	2829.21	2913.86	2038805	2913.86
1991	4	2913.86	3030.45	2848.51	2887.87	1918554	2887.87
1991	5	2887.87	3044.5	2834.53	3027.5	1808681	3027.5
1991	6	3027.5	3057.47	2879.25	2906.75	1702875	2906.75
1991	7	2911.67	3039.58	2897.36	3024.82	1651250	3024.82
1991	8	3024.82	3068.65	2836.31	3043.6	1761336	3043.6
1991	9	3043.6	3066.64	2963.1	3016.77	1694185	3016.77
1991	10	3016.77	3091.01	2925.54	3069.1	1846104	3069.1
1991	11	3069.1	3091.91	2861.14	2894.68	1898305	2894.68
1991	12	2894.68	3204.61	2832.29	3168.83	2093947	3168.83
1992	1	3168.83	3313.51	3119.86	3223.39	2473686	3223.39
1992	2	3223.39	3307.47	3193.42	3267.67	2340010	3267.67
1992	3	3267.67	3318.42	3176.21	3235.47	1922595	3235.47
1992	4	3235.47	3387.97	3141.77	3359.12	2155023	3359.12
1992	5	3359.12	3433.98	3316.64	3396.88	1914380	3396.88
1992	6	3396.88	3435.27	3242.32	3318.52	2002095	3318.52
1992	7	3318.52	3414.85	3255.43	3393.78	2010454	3393.78
1992	8	3393.78	3413.23	3200.86	3257.35	1810933	3257.35
1992	9	3257.35	3391.35	3226.55	3271.66	1990833	3271.66
1992	10	3271.66	3291.39	3087.41	3226.28	2121500	3226.28
1992	11	3226.28	3326.51	3176.84	3305.16	2182045	3305.16
1992	12	3305.16	3364.87	3229.79	3301.11	2270536	3301.11
1993	1	3301.11	3338.12	3219.25	3310.03	2749880	3310.03
1993	2	3310.03	3472.94	3262.48	3370.81	2942757	3370.81
1993	3	3370.81	3497.25	3334.07	3435.11	2583095	3435.11
1993	4	3435.11	3499.41	3338.39	3427.55	2870852	3427.55
1993	5	3427.55	3582.23	3402.42	3527.43	2652505	3527.43
1993	6	3527.43	3577.25	3445.77	3516.08	2640650	3516.08
1993	7	3516.08	3604.86	3443.28	3539.47	2640885	3539.47
1993	8	3539.47	3681.71	3523.54	3651.25	2607936	3651.25
1993	9	3651.25	3665.5	3501.47	3555.12	2769080	3555.12
1993	10	3555.12	3713.57	3541.71	3680.59	2957923	3680.59
1993	11	3680.59	3749.9	3585.86	3683.95	2941657	3683.95
1993	12	3683.95	3818.92	3673.33	3754.09	2709190	3754.09
1994	1	3754.09	4002.84	3715.24	3978.36	3310919	3978.36
1994	2	3978.36	3998.06	3811.76	3832.02	3220857	3832.02
1994	3	3832.02	3911.78	3544.12	3635.96	3327460	3635.96
1994	4	3633.08	3733.15	3520.8	3681.69	3172631	3681.69
1994	5	3681.69	3788.76	3609.71	3758.37	2806771	3758.37
1994	6	3758.37	3839.88	3603.92	3624.96	2791927	3624.96
1994	7	3624.96	3782.63	3611.04	3764.5	2620810	3764.5
1994	8	3764.5	3954.54	3722.41	3913.42	2935904	3913.42
1994	9	3913.42	3972.72	3804.5	3843.19	3070933	3843.19
1994	10	3843.19	3958.25	3736.2	3908.12	3160104	3908.12
1994	11	3908.12	3919.9	3612.05	3739.23	3122176	3739.23
1994	12	3739.23	3882.21	3638.97	3834.44	3145571	3834.44
1995	1	3834.44	3955.56	3794.4	3843.86	3456933	3843.86
1995	2	3843.86	4034.62	3809.21	4011.05	3500357	4011.05
1995	3	4011.05	4213.71	3935.31	4157.69	3539695	4157.69
1995	4	4157.69	4348.94	4129.68	4321.27	3482052	4321.27
1995	5	4321.27	4480.7	4278.73	4465.14	3596068	4465.14
1995	6	4465.14	4614.2	4394.59	4556.1	3575054	4556.1
1995	7	4556.1	4767.99	4530.26	4708.47	3797610	4708.47
1995	8	4708.47	4772.56	4552.8	4610.56	3233560	4610.56
1995	9	4610.56	4839.48	4594.71	4789.08	3694780	4789.08
1995	10	4789.08	4845.08	4638.43	4755.48	3824750	4755.48
1995	11	4755.48	5143.13	4719.72	5074.49	3814271	5074.49
1995	12	5074.49	5266.69	5016.68	5117.12	3772975	5117.12
1996	1	5117.12	5433.24	5000.07	5395.3	4391027	5395.3
1996	2	5395.3	5693.36	5319.43	5485.62	4608095	5485.62
1996	3	5485.62	5755.86	5395.3	5587.14	4475100	5587.14
1996	4	5587.14	5737.07	5382.66	5569.08	4414314	5569.08
1996	5	5569.08	5833.04	5327.74	5643.18	4214950	5643.18
1996	6	5643.18	5770.61	5559.69	5654.63	4199580	5654.63
1996	7	5654.63	5769.88	5170.11	5528.91	3917640	5528.91
1996	8	5528.91	5761.95	5507.83	5616.21	3472140	5616.21
1996	9	5616.21	5952.08	5550.37	5882.17	4232010	5882.17
1996	10	5882.17	6162.8	5833.72	6029.38	4433843	6029.38
1996	11	6029.38	6606.3	5975.34	6521.7	4529680	6521.7
1996	12	6521.7	6623.96	6206.83	6448.27	4518538	6448.27
1997	1	6448.27	6953.55	6318.96	6813.09	5551118	6813.09
1997	2	6813.09	7112.87	6683.4	6877.74	5382494	6877.74
1997	3	6877.74	7158.28	6532.49	6583.48	5293245	6583.48
1997	4	6583.48	7081.23	6315.84	7008.99	5011122	7008.99
1997	5	7008.99	7430.2	6891.39	7331.04	5068504	7331.04
1997	6	7331.04	7868.44	7214.29	7672.79	5437852	7672.79
1997	7	7672.79	8328.99	7613.53	8222.61	5684522	8222.61
1997	8	8222.61	8340.14	7580.85	7622.42	5247623	7622.42
1997	9	7650.99	8078.36	7556.23	7945.26	5700238	7945.26
1997	10	7945.26	8218.34	6936.45	7442.08	6371882	7442.08
1997	11	7443.07	7934.53	7334.77	7823.13	5454047	7823.13
1997	12	7823.62	8209.56	7563.23	7908.25	5648254	7908.25
1998	1	7908.25	8072.91	7391.59	7906.5	6673605	7906.5
1998	2	7987.46	8616.72	7987.46	8545.72	6437384	8545.72
1998	3	8528.78	8997.11	8377.32	8799.81	6542963	8799.81
1998	4	8818.5	9287.32	8715.61	9063.37	6834123	9063.37
1998	5	9106.47	9311.98	8760.95	8899.95	6016960	8899.95
1998	6	8907.93	9155.04	8524.55	8952.02	6504168	8952.02
1998	7	9011.56	9412.64	8786.48	8883.29	6745777	8883.29
1998	8	8868.1	8948.17	7517.7	7539.07	7613833	7539.07
1998	9	7583.09	8253.79	7379.7	7842.62	8340085	7842.62
1998	10	7749.42	8718.25	7399.78	8592.1	8539386	8592.1
1998	11	8645.65	9457.95	8573.56	9116.55	7069590	9116.55
1998	12	9039.57	9390.75	8610.63	9181.43	7227568	9181.43
1999	1	9212.84	9759.44	8994.26	9358.83	9016052	9358.83
1999	2	9405.43	9662.77	9025.41	9306.58	8073926	9306.58
1999	3	9315.27	10158.57	9163.41	9786.16	8229043	9786.16
1999	4	9825.29	11072.25	9707.91	10789.04	9266523	10789.04
1999	5	10788.75	11244.36	10372.96	10559.74	8265110	10559.74
1999	6	10549.08	11120.24	10334.42	10970.8	7816440	10970.8
1999	7	10972.39	11321.61	10594.99	10655.15	7652252	10655.15
1999	8	10654.83	11428.94	10487.34	10829.28	7581931	10829.28
1999	9	10828.44	11218.39	10055.17	10336.95	8312523	10336.95
1999	10	10335.69	10883.1	9884.2	10729.86	9501190	10729.86
1999	11	10730.78	11195.34	10449.42	10877.81	9207771	10877.81
1999	12	10876.47	11658.68	10798.07	11497.12	9097609	11497.12
2000	1	11501.85	11908.5	10610.43	10940.53	11244100	10940.53
2000	2	10937.74	11228.44	9760.36	10128.31	11058150	10128.31
2000	3	10128.11	11311.28	9611.75	10921.92	11905913	10921.92
2000	4	10863.28	11600.43	10128.62	10733.91	11100557	10733.91
2000	5	10749.42	11086.72	10163.2	10522.33	9481272	10522.33
2000	6	10532.27	11013.05	10161.51	10447.89	10544545	10447.89
2000	7	10450.36	10980.34	10303.28	10521.98	10020850	10521.98
2000	8	10523.81	11415.99	10428.58	11215.1	9309608	11215.1
2000	9	11219.54	11518.83	10439.31	10650.92	11017700	10650.92
2000	10	10659.06	11108.79	9571.4	10971.14	12417181	10971.14
2000	11	10966.21	11152.02	10204.8	10414.49	10342300	10414.49
2000	12	10416.76	11044.7	10158.16	10787.99	11620655	10787.99
2001	1	10790.92	11224.41	10325.71	10887.36	12151623	10887.36
2001	2	10884.82	11140.09	10225.14	10495.28	12036684	10495.28
2001	3	10493.25	10940.45	9047.56	9878.78	13221550	9878.78
2001	4	9877.16	10973.15	9303.48	10734.97	13272245	10734.97
2001	5	10734.05	11436.42	10638.48	10911.94	11705681	10911.94
2001	6	10913.57	11236.68	10313.4	10502.4	12657328	10502.4
2001	7	10504.95	10758.14	10049.38	10522.81	11868052	10522.81
2001	8	10527.38	10663.07	9829.35	9949.75	10556217	9949.75
2001	9	9946.98	10238.5	7926.93	8847.56	17899060	8847.56
2001	10	8845.97	9626.54	8659.9	9075.14	13610339	9075.14
2001	11	9087.45	10054.58	8987.61	9851.56	13177904	9851.56
2001	12	9848.93	10220.78	9651.87	10021.57	13036085	10021.57
2002	1	10021.71	10345.4	9443.32	9920	14906285	9920
2002	2	9923.04	10315.72	9503.52	10106.13	14442000	10106.13
2002	3	10111.04	10728.87	10086.51	10403.94	13855400	10403.94
2002	4	10402.07	10437.43	9767.15	9946.22	13726136	9946.22
2002	5	9944.9	10400.62	9749.73	9925.25	12796136	9925.25
2002	6	9923.94	10016.04	8831.92	9243.26	15210395	9243.26
2002	7	9239.25	9433.08	7489.53	8736.59	20126400	8736.59
2002	8	8732.58	9129.1	7991.43	8663.5	13740136	8663.5
2002	9	8659.27	8767.82	7422.28	7591.93	14739590	7591.93
2002	10	7593.04	8607.04	7181.47	8397.03	17172873	8397.03
2002	11	8395.64	8995.78	8237.65	8896.09	14881610	8896.09
2002	12	8902.95	9076.35	8214.93	8341.63	12896257	8341.63
2003	1	8342.38	8896.09	7884.66	8053.81	15394338	8053.81
2003	2	8053.74	8189.35	7602.81	7891.08	14004526	7891.08
2003	3	7890.24	8552.08	7397.31	7992.13	15035966	7992.13
2003	4	7992.83	8587.72	7947.38	8480.09	14985771	8480.09
2003	5	8478.48	8897.04	8328.55	8850.26	15543285	8850.26
2003	6	8851.45	9406.5	8823.51	8985.44	15622190	8985.44
2003	7	8983.66	9398.02	8843.61	9233.8	15073272	9233.8
2003	8	9232.68	9535.97	8964.13	9415.82	12298366	9415.82
2003	9	9416.67	9719.49	9199.43	9275.06	15014576	9275.06
2003	10	9275.06	9901.64	9275.06	9801.12	14694521	9801.12
2003	11	9802.46	9945.71	9556.68	9782.46	13131810	9782.46
2003	12	9785.35	10494.44	9777.64	10453.92	13121195	10453.92
2004	1	10452.74	10748.81	10341.19	10488.07	17227500	10488.07
2004	2	10487.78	10794.95	10394.81	10583.92	15540000	10583.92
2004	3	10582.25	10720.14	9975.86	10357.7	15286347	10357.7
2004	4	10357.52	10596.37	10198.39	10225.57	15831714	10225.57
2004	5	10227.27	10403.14	9822.1	10188.45	15249500	10188.45
2004	6	10187.18	10530.01	10104.07	10435.48	13811095	10435.48
2004	7	10434	10473.23	9874.38	10139.71	14563714	10139.71
2004	8	10138.45	10235.49	9746.6	10173.92	12602272	10173.92
2004	9	10170.12	10390.64	9950.71	10080.27	13608509	10080.27
2004	10	10082.04	10313.81	9660.18	10027.47	15719904	10027.47
2004	11	10028.73	10655.09	9953.29	10428.02	15244657	10428.02
2004	12	10425.8	10895.1	10389.81	10783.01	14495272	10783.01
2005	1	10783.75	10892.67	10317.1	10489.94	16586450	10489.94
2005	2	10489.72	10889.78	10464.38	10766.23	16364678	10766.23
2005	3	10794.98	11027.15	10351.76	10503.76	18740172	10503.76
2005	4	10504.57	10600.56	9961.52	10192.51	21803157	10192.51
2005	5	10192	10589.92	10062.76	10467.48	19601271	10467.48
2005	6	10462.86	10710.38	10229.4	10274.97	19292513	10274.97
2005	7	10273.59	10754.6	10142.24	10640.91	19609400	10640.91
2005	8	10641.78	10746.87	10321.42	10481.6	19302434	10481.6
2005	9	10481.44	10667.1	10382.09	10633.5	24843775	10633.5
